Alpenglow LLM — 16-hop structural transitive reasoning training run
────────────────────────────────────────────────────────────────────
Date: 2026-04-09
Hardware: Apple M4 Mac mini, 16 GB unified memory
Model: 99,844 trainable parameters
Training set: 4,000 samples
Test set: 1,000 samples
Task: 16-hop structural transitive reasoning, binary classification
Chain length: 17 items per chain / 16 transitive edges
Vocabulary: 60 items
Inference mode (at test time): single forward pass, no chain-of-thought
Training schedule: cosine-annealed learning rate, 1000 epochs

Columns: epoch / train-loss / train-accuracy / test-accuracy / confusion-matrix / learning-rate / epoch-time / ETA-to-end

────────────────────────────────────────────────────────────────────

  epoch    1/1000 | trL=0.693 trA= 50.0% | teA= 46.8% | [TN=440 FN=505 FP= 27 TP= 28] | lr=1.00e-5 | ep=7.99s | eta=133.1m  ★ new best
  epoch  153/1000 | trL=0.355 trA= 94.4% | teA= 84.9% | [TN=432 FN=116 FP= 35 TP=417] | lr=9.72e-3 | ep=7.81s | eta=113.3m
  epoch  154/1000 | trL=0.353 trA= 94.7% | teA= 78.9% | [TN=454 FN=198 FP= 13 TP=335] | lr=9.71e-3 | ep=7.83s | eta=113.2m
  epoch  155/1000 | trL=0.353 trA= 94.8% | teA= 85.5% | [TN=428 FN=106 FP= 39 TP=427] | lr=9.71e-3 | ep=7.85s | eta=113.0m
  epoch  156/1000 | trL=0.350 trA= 95.2% | teA= 83.1% | [TN=314 FN= 16 FP=153 TP=517] | lr=9.70e-3 | ep=7.86s | eta=112.9m
  epoch  157/1000 | trL=0.350 trA= 95.2% | teA= 85.2% | [TN=432 FN=113 FP= 35 TP=420] | lr=9.70e-3 | ep=8.02s | eta=112.7m
  epoch  158/1000 | trL=0.348 trA= 94.2% | teA= 88.1% | [TN=392 FN= 44 FP= 75 TP=489] | lr=9.69e-3 | ep=8.54s | eta=112.7m  ★ new best
  epoch  159/1000 | trL=0.348 trA= 95.3% | teA= 84.0% | [TN=326 FN= 19 FP=141 TP=514] | lr=9.68e-3 | ep=7.95s | eta=112.5m
  epoch  160/1000 | trL=0.345 trA= 95.3% | teA= 87.3% | [TN=375 FN= 35 FP= 92 TP=498] | lr=9.68e-3 | ep=7.96s | eta=112.4m
  epoch  161/1000 | trL=0.345 trA= 95.3% | teA= 86.8% | [TN=417 FN= 82 FP= 50 TP=451] | lr=9.67e-3 | ep=8.02s | eta=112.2m
  epoch  162/1000 | trL=0.344 trA= 95.1% | teA= 82.9% | [TN=444 FN=148 FP= 23 TP=385] | lr=9.67e-3 | ep=7.90s | eta=112.1m
  epoch  163/1000 | trL=0.341 trA= 95.4% | teA= 88.4% | [TN=401 FN= 50 FP= 66 TP=483] | lr=9.66e-3 | ep=7.88s | eta=111.9m  ★ new best
  epoch  164/1000 | trL=0.341 trA= 95.3% | teA= 87.1% | [TN=417 FN= 79 FP= 50 TP=454] | lr=9.66e-3 | ep=7.86s | eta=111.8m
  epoch  165/1000 | trL=0.339 trA= 95.5% | teA= 83.1% | [TN=313 FN= 15 FP=154 TP=518] | lr=9.65e-3 | ep=8.12s | eta=111.7m
  epoch  166/1000 | trL=0.338 trA= 95.3% | teA= 84.9% | [TN=337 FN= 21 FP=130 TP=512] | lr=9.64e-3 | ep=8.22s | eta=111.6m
  epoch  167/1000 | trL=0.337 trA= 95.4% | teA= 74.1% | [TN=457 FN=249 FP= 10 TP=284] | lr=9.64e-3 | ep=8.02s | eta=111.4m
  epoch  168/1000 | trL=0.336 trA= 95.7% | teA= 85.9% | [TN=351 FN= 25 FP=116 TP=508] | lr=9.63e-3 | ep=7.93s | eta=111.3m
  epoch  169/1000 | trL=0.334 trA= 95.9% | teA= 88.7% | [TN=398 FN= 44 FP= 69 TP=489] | lr=9.62e-3 | ep=8.01s | eta=111.1m  ★ new best
  epoch  170/1000 | trL=0.335 trA= 95.5% | teA= 88.6% | [TN=395 FN= 42 FP= 72 TP=491] | lr=9.62e-3 | ep=7.97s | eta=111.0m
  epoch  171/1000 | trL=0.334 trA= 95.8% | teA= 85.5% | [TN=431 FN=109 FP= 36 TP=424] | lr=9.61e-3 | ep=8.20s | eta=110.9m
  epoch  172/1000 | trL=0.330 trA= 95.9% | teA= 88.5% | [TN=404 FN= 52 FP= 63 TP=481] | lr=9.61e-3 | ep=8.55s | eta=110.8m
  epoch  173/1000 | trL=0.330 trA= 96.0% | teA= 80.8% | [TN=452 FN=177 FP= 15 TP=356] | lr=9.60e-3 | ep=7.89s | eta=110.6m
  epoch  174/1000 | trL=0.329 trA= 95.8% | teA= 88.9% | [TN=411 FN= 55 FP= 56 TP=478] | lr=9.59e-3 | ep=8.06s | eta=110.5m  ★ new best
  epoch  175/1000 | trL=0.328 trA= 96.2% | teA= 86.2% | [TN=430 FN=101 FP= 37 TP=432] | lr=9.59e-3 | ep=8.16s | eta=110.4m
  epoch  176/1000 | trL=0.327 trA= 95.9% | teA= 87.7% | [TN=414 FN= 70 FP= 53 TP=463] | lr=9.58e-3 | ep=7.90s | eta=110.2m
  epoch  177/1000 | trL=0.327 trA= 95.8% | teA= 89.0% | [TN=412 FN= 55 FP= 55 TP=478] | lr=9.57e-3 | ep=7.99s | eta=110.1m  ★ new best
  epoch  178/1000 | trL=0.324 trA= 96.0% | teA= 74.8% | [TN=458 FN=243 FP=  9 TP=290] | lr=9.57e-3 | ep=7.89s | eta=110.0m
  epoch  179/1000 | trL=0.323 trA= 96.5% | teA= 84.7% | [TN=331 FN= 17 FP=136 TP=516] | lr=9.56e-3 | ep=7.88s | eta=109.8m
  epoch  180/1000 | trL=0.322 trA= 96.5% | teA= 86.5% | [TN=357 FN= 25 FP=110 TP=508] | lr=9.55e-3 | ep=8.22s | eta=109.7m
  epoch  181/1000 | trL=0.321 trA= 96.2% | teA= 87.9% | [TN=376 FN= 30 FP= 91 TP=503] | lr=9.55e-3 | ep=7.90s | eta=109.6m
  epoch  182/1000 | trL=0.320 trA= 96.3% | teA= 88.9% | [TN=410 FN= 54 FP= 57 TP=479] | lr=9.54e-3 | ep=7.89s | eta=109.4m
  epoch  183/1000 | trL=0.319 trA= 96.6% | teA= 87.1% | [TN=426 FN= 88 FP= 41 TP=445] | lr=9.53e-3 | ep=7.92s | eta=109.3m
  epoch  184/1000 | trL=0.318 trA= 96.5% | teA= 77.2% | [TN=246 FN=  7 FP=221 TP=526] | lr=9.52e-3 | ep=8.11s | eta=109.1m
  epoch  185/1000 | trL=0.315 trA= 96.3% | teA= 87.3% | [TN=427 FN= 87 FP= 40 TP=446] | lr=9.52e-3 | ep=7.84s | eta=109.0m
  epoch  186/1000 | trL=0.316 trA= 96.5% | teA= 89.3% | [TN=408 FN= 48 FP= 59 TP=485] | lr=9.51e-3 | ep=7.86s | eta=108.9m  ★ new best
  epoch  187/1000 | trL=0.316 trA= 96.7% | teA= 83.1% | [TN=452 FN=154 FP= 15 TP=379] | lr=9.50e-3 | ep=8.05s | eta=108.7m
  epoch  188/1000 | trL=0.315 trA= 96.8% | teA= 87.1% | [TN=364 FN= 26 FP=103 TP=507] | lr=9.50e-3 | ep=7.88s | eta=108.6m
  epoch  189/1000 | trL=0.311 trA= 96.8% | teA= 84.6% | [TN=328 FN= 15 FP=139 TP=518] | lr=9.49e-3 | ep=7.93s | eta=108.4m
  epoch  190/1000 | trL=0.312 trA= 96.8% | teA= 88.7% | [TN=419 FN= 65 FP= 48 TP=468] | lr=9.48e-3 | ep=7.98s | eta=108.3m
  epoch  191/1000 | trL=0.310 trA= 96.1% | teA= 87.6% | [TN=370 FN= 27 FP= 97 TP=506] | lr=9.47e-3 | ep=7.86s | eta=108.2m
  epoch  192/1000 | trL=0.311 trA= 96.3% | teA= 83.5% | [TN=452 FN=150 FP= 15 TP=383] | lr=9.47e-3 | ep=7.87s | eta=108.0m
  epoch  193/1000 | trL=0.307 trA= 96.7% | teA= 89.3% | [TN=394 FN= 34 FP= 73 TP=499] | lr=9.46e-3 | ep=7.86s | eta=107.9m
  epoch  194/1000 | trL=0.307 trA= 96.9% | teA= 87.5% | [TN=369 FN= 27 FP= 98 TP=506] | lr=9.45e-3 | ep=7.84s | eta=107.7m
  epoch  195/1000 | trL=0.307 trA= 96.8% | teA= 89.4% | [TN=404 FN= 43 FP= 63 TP=490] | lr=9.44e-3 | ep=8.01s | eta=107.6m  ★ new best
  epoch  196/1000 | trL=0.306 trA= 96.8% | teA= 86.9% | [TN=433 FN= 97 FP= 34 TP=436] | lr=9.44e-3 | ep=7.94s | eta=107.4m
  epoch  197/1000 | trL=0.306 trA= 97.1% | teA= 86.9% | [TN=434 FN= 98 FP= 33 TP=435] | lr=9.43e-3 | ep=7.82s | eta=107.3m
  epoch  198/1000 | trL=0.304 trA= 96.8% | teA= 87.9% | [TN=425 FN= 79 FP= 42 TP=454] | lr=9.42e-3 | ep=7.84s | eta=107.2m
  epoch  199/1000 | trL=0.304 trA= 97.0% | teA= 87.4% | [TN=365 FN= 24 FP=102 TP=509] | lr=9.41e-3 | ep=7.86s | eta=107.0m
  epoch  200/1000 | trL=0.300 trA= 97.0% | teA= 89.7% | [TN=408 FN= 44 FP= 59 TP=489] | lr=9.41e-3 | ep=7.83s | eta=106.9m  ★ new best
  epoch  201/1000 | trL=0.301 trA= 97.1% | teA= 85.7% | [TN=447 FN=123 FP= 20 TP=410] | lr=9.40e-3 | ep=8.19s | eta=106.7m
  epoch  202/1000 | trL=0.300 trA= 97.2% | teA= 84.9% | [TN=449 FN=133 FP= 18 TP=400] | lr=9.39e-3 | ep=8.01s | eta=106.6m
  epoch  203/1000 | trL=0.300 trA= 97.1% | teA= 85.8% | [TN=447 FN=122 FP= 20 TP=411] | lr=9.38e-3 | ep=7.88s | eta=106.5m
  epoch  204/1000 | trL=0.299 trA= 96.8% | teA= 87.4% | [TN=430 FN= 89 FP= 37 TP=444] | lr=9.37e-3 | ep=7.96s | eta=106.3m
  epoch  205/1000 | trL=0.296 trA= 96.9% | teA= 90.2% | [TN=404 FN= 35 FP= 63 TP=498] | lr=9.37e-3 | ep=7.91s | eta=106.2m  ★ new best
  epoch  206/1000 | trL=0.295 trA= 96.7% | teA= 89.5% | [TN=417 FN= 55 FP= 50 TP=478] | lr=9.36e-3 | ep=8.05s | eta=106.1m
  epoch  207/1000 | trL=0.297 trA= 96.8% | teA= 89.9% | [TN=399 FN= 33 FP= 68 TP=500] | lr=9.35e-3 | ep=8.10s | eta=105.9m
  epoch  208/1000 | trL=0.295 trA= 97.5% | teA= 83.9% | [TN=452 FN=146 FP= 15 TP=387] | lr=9.34e-3 | ep=8.02s | eta=105.8m
  epoch  209/1000 | trL=0.294 trA= 97.5% | teA= 89.8% | [TN=398 FN= 33 FP= 69 TP=500] | lr=9.33e-3 | ep=7.88s | eta=105.7m
  epoch  210/1000 | trL=0.293 trA= 97.4% | teA= 90.0% | [TN=397 FN= 30 FP= 70 TP=503] | lr=9.33e-3 | ep=8.26s | eta=105.5m
  epoch  211/1000 | trL=0.291 trA= 97.4% | teA= 89.9% | [TN=396 FN= 30 FP= 71 TP=503] | lr=9.32e-3 | ep=7.88s | eta=105.4m
  epoch  212/1000 | trL=0.291 trA= 97.4% | teA= 84.1% | [TN=451 FN=143 FP= 16 TP=390] | lr=9.31e-3 | ep=7.83s | eta=105.2m
  epoch  213/1000 | trL=0.291 trA= 97.3% | teA= 83.8% | [TN=453 FN=148 FP= 14 TP=385] | lr=9.30e-3 | ep=7.85s | eta=105.1m
  epoch  214/1000 | trL=0.290 trA= 97.2% | teA= 87.0% | [TN=435 FN= 98 FP= 32 TP=435] | lr=9.29e-3 | ep=8.00s | eta=105.0m
  epoch  215/1000 | trL=0.289 trA= 97.5% | teA= 87.2% | [TN=435 FN= 96 FP= 32 TP=437] | lr=9.28e-3 | ep=8.25s | eta=104.8m
  epoch  216/1000 | trL=0.286 trA= 97.4% | teA= 90.1% | [TN=398 FN= 30 FP= 69 TP=503] | lr=9.27e-3 | ep=7.89s | eta=104.7m
  epoch  217/1000 | trL=0.287 trA= 97.8% | teA= 87.9% | [TN=369 FN= 23 FP= 98 TP=510] | lr=9.27e-3 | ep=8.02s | eta=104.6m
  epoch  218/1000 | trL=0.287 trA= 97.4% | teA= 90.2% | [TN=401 FN= 32 FP= 66 TP=501] | lr=9.26e-3 | ep=7.98s | eta=104.4m
  epoch  219/1000 | trL=0.285 trA= 97.2% | teA= 89.6% | [TN=422 FN= 59 FP= 45 TP=474] | lr=9.25e-3 | ep=7.88s | eta=104.3m
  epoch  220/1000 | trL=0.285 trA= 97.3% | teA= 86.9% | [TN=354 FN= 18 FP=113 TP=515] | lr=9.24e-3 | ep=7.87s | eta=104.2m
  epoch  221/1000 | trL=0.282 trA= 97.4% | teA= 89.9% | [TN=394 FN= 28 FP= 73 TP=505] | lr=9.23e-3 | ep=7.97s | eta=104.0m
  epoch  222/1000 | trL=0.284 trA= 97.7% | teA= 90.1% | [TN=418 FN= 50 FP= 49 TP=483] | lr=9.22e-3 | ep=7.93s | eta=103.9m
  epoch  223/1000 | trL=0.282 trA= 97.7% | teA= 85.9% | [TN=448 FN=122 FP= 19 TP=411] | lr=9.21e-3 | ep=7.93s | eta=103.7m
  epoch  224/1000 | trL=0.281 trA= 97.9% | teA= 90.4% | [TN=404 FN= 33 FP= 63 TP=500] | lr=9.20e-3 | ep=7.92s | eta=103.6m  ★ new best
  epoch  225/1000 | trL=0.281 trA= 97.7% | teA= 90.4% | [TN=416 FN= 45 FP= 51 TP=488] | lr=9.20e-3 | ep=8.18s | eta=103.5m
  epoch  226/1000 | trL=0.278 trA= 97.7% | teA= 88.1% | [TN=371 FN= 23 FP= 96 TP=510] | lr=9.19e-3 | ep=8.00s | eta=103.3m
  epoch  227/1000 | trL=0.278 trA= 97.8% | teA= 88.4% | [TN=431 FN= 80 FP= 36 TP=453] | lr=9.18e-3 | ep=8.04s | eta=103.2m
  epoch  228/1000 | trL=0.279 trA= 97.8% | teA= 87.5% | [TN=442 FN=100 FP= 25 TP=433] | lr=9.17e-3 | ep=8.07s | eta=103.1m
  epoch  229/1000 | trL=0.277 trA= 97.5% | teA= 87.7% | [TN=438 FN= 94 FP= 29 TP=439] | lr=9.16e-3 | ep=8.41s | eta=103.0m
  epoch  230/1000 | trL=0.276 trA= 97.8% | teA= 89.0% | [TN=381 FN= 24 FP= 86 TP=509] | lr=9.15e-3 | ep=7.91s | eta=102.8m
  epoch  231/1000 | trL=0.275 trA= 98.0% | teA= 90.4% | [TN=414 FN= 43 FP= 53 TP=490] | lr=9.14e-3 | ep=7.86s | eta=102.7m
  epoch  232/1000 | trL=0.274 trA= 98.0% | teA= 80.5% | [TN=456 FN=184 FP= 11 TP=349] | lr=9.13e-3 | ep=7.86s | eta=102.5m
  epoch  233/1000 | trL=0.274 trA= 98.1% | teA= 88.6% | [TN=431 FN= 78 FP= 36 TP=455] | lr=9.12e-3 | ep=8.02s | eta=102.4m
  epoch  234/1000 | trL=0.273 trA= 98.0% | teA= 87.7% | [TN=438 FN= 94 FP= 29 TP=439] | lr=9.11e-3 | ep=7.85s | eta=102.3m
  epoch  235/1000 | trL=0.273 trA= 97.9% | teA= 87.9% | [TN=435 FN= 89 FP= 32 TP=444] | lr=9.10e-3 | ep=7.85s | eta=102.1m
  epoch  236/1000 | trL=0.271 trA= 98.0% | teA= 89.0% | [TN=381 FN= 24 FP= 86 TP=509] | lr=9.09e-3 | ep=7.85s | eta=102.0m
  epoch  237/1000 | trL=0.272 trA= 97.9% | teA= 87.6% | [TN=362 FN= 19 FP=105 TP=514] | lr=9.08e-3 | ep=7.91s | eta=101.9m
  epoch  238/1000 | trL=0.270 trA= 97.9% | teA= 88.9% | [TN=431 FN= 75 FP= 36 TP=458] | lr=9.07e-3 | ep=7.84s | eta=101.7m
  epoch  239/1000 | trL=0.270 trA= 98.1% | teA= 89.5% | [TN=386 FN= 24 FP= 81 TP=509] | lr=9.07e-3 | ep=7.89s | eta=101.6m
  epoch  240/1000 | trL=0.270 trA= 98.0% | teA= 90.3% | [TN=395 FN= 25 FP= 72 TP=508] | lr=9.06e-3 | ep=8.07s | eta=101.4m
  epoch  241/1000 | trL=0.268 trA= 98.0% | teA= 90.6% | [TN=405 FN= 32 FP= 62 TP=501] | lr=9.05e-3 | ep=7.89s | eta=101.3m  ★ new best
  epoch  242/1000 | trL=0.268 trA= 98.1% | teA= 90.6% | [TN=416 FN= 43 FP= 51 TP=490] | lr=9.04e-3 | ep=7.83s | eta=101.2m
  epoch  243/1000 | trL=0.267 trA= 98.2% | teA= 87.3% | [TN=356 FN= 16 FP=111 TP=517] | lr=9.03e-3 | ep=7.86s | eta=101.0m
  epoch  244/1000 | trL=0.266 trA= 97.9% | teA= 90.5% | [TN=426 FN= 54 FP= 41 TP=479] | lr=9.02e-3 | ep=7.86s | eta=100.9m
  epoch  245/1000 | trL=0.267 trA= 98.2% | teA= 90.8% | [TN=402 FN= 27 FP= 65 TP=506] | lr=9.01e-3 | ep=8.20s | eta=100.8m  ★ new best
  epoch  246/1000 | trL=0.264 trA= 98.1% | teA= 87.4% | [TN=448 FN=107 FP= 19 TP=426] | lr=9.00e-3 | ep=7.93s | eta=100.6m
  epoch  247/1000 | trL=0.263 trA= 98.4% | teA= 90.3% | [TN=395 FN= 25 FP= 72 TP=508] | lr=8.99e-3 | ep=7.93s | eta=100.5m
  epoch  248/1000 | trL=0.263 trA= 98.2% | teA= 89.0% | [TN=380 FN= 23 FP= 87 TP=510] | lr=8.98e-3 | ep=7.94s | eta=100.3m
  epoch  249/1000 | trL=0.263 trA= 98.1% | teA= 88.5% | [TN=440 FN= 88 FP= 27 TP=445] | lr=8.97e-3 | ep=7.96s | eta=100.2m
  epoch  250/1000 | trL=0.262 trA= 98.3% | teA= 90.4% | [TN=397 FN= 26 FP= 70 TP=507] | lr=8.96e-3 | ep=7.87s | eta=100.1m
  epoch  251/1000 | trL=0.262 trA= 98.0% | teA= 89.5% | [TN=428 FN= 66 FP= 39 TP=467] | lr=8.95e-3 | ep=7.84s | eta=99.9m
  epoch  252/1000 | trL=0.260 trA= 98.4% | teA= 89.8% | [TN=428 FN= 63 FP= 39 TP=470] | lr=8.94e-3 | ep=7.99s | eta=99.8m
  epoch  253/1000 | trL=0.260 trA= 98.4% | teA= 91.0% | [TN=410 FN= 33 FP= 57 TP=500] | lr=8.93e-3 | ep=7.96s | eta=99.7m  ★ new best
  epoch  254/1000 | trL=0.259 trA= 98.4% | teA= 87.5% | [TN=451 FN=109 FP= 16 TP=424] | lr=8.92e-3 | ep=7.98s | eta=99.5m
  epoch  255/1000 | trL=0.258 trA= 98.2% | teA= 90.5% | [TN=426 FN= 54 FP= 41 TP=479] | lr=8.91e-3 | ep=8.46s | eta=99.4m
  epoch  256/1000 | trL=0.258 trA= 98.2% | teA= 89.8% | [TN=429 FN= 64 FP= 38 TP=469] | lr=8.90e-3 | ep=8.04s | eta=99.3m
  epoch  257/1000 | trL=0.257 trA= 98.5% | teA= 90.2% | [TN=394 FN= 25 FP= 73 TP=508] | lr=8.89e-3 | ep=7.95s | eta=99.1m
  epoch  258/1000 | trL=0.257 trA= 98.1% | teA= 89.4% | [TN=432 FN= 71 FP= 35 TP=462] | lr=8.87e-3 | ep=7.96s | eta=99.0m
  epoch  259/1000 | trL=0.256 trA= 98.0% | teA= 90.9% | [TN=402 FN= 26 FP= 65 TP=507] | lr=8.86e-3 | ep=8.42s | eta=98.9m
  epoch  260/1000 | trL=0.255 trA= 98.4% | teA= 79.6% | [TN=459 FN=196 FP=  8 TP=337] | lr=8.85e-3 | ep=7.91s | eta=98.8m
  epoch  261/1000 | trL=0.255 trA= 98.2% | teA= 91.1% | [TN=411 FN= 33 FP= 56 TP=500] | lr=8.84e-3 | ep=7.95s | eta=98.6m  ★ new best
  epoch  262/1000 | trL=0.254 trA= 98.3% | teA= 88.1% | [TN=447 FN= 99 FP= 20 TP=434] | lr=8.83e-3 | ep=8.00s | eta=98.5m
  epoch  263/1000 | trL=0.253 trA= 98.5% | teA= 90.8% | [TN=418 FN= 43 FP= 49 TP=490] | lr=8.82e-3 | ep=7.96s | eta=98.3m
  epoch  264/1000 | trL=0.254 trA= 98.8% | teA= 90.7% | [TN=418 FN= 44 FP= 49 TP=489] | lr=8.81e-3 | ep=7.86s | eta=98.2m
  epoch  265/1000 | trL=0.252 trA= 98.5% | teA= 86.3% | [TN=452 FN=122 FP= 15 TP=411] | lr=8.80e-3 | ep=7.90s | eta=98.1m
  epoch  266/1000 | trL=0.252 trA= 98.5% | teA= 89.8% | [TN=388 FN= 23 FP= 79 TP=510] | lr=8.79e-3 | ep=8.07s | eta=97.9m
  epoch  267/1000 | trL=0.250 trA= 98.5% | teA= 91.0% | [TN=416 FN= 39 FP= 51 TP=494] | lr=8.78e-3 | ep=7.89s | eta=97.8m
  epoch  268/1000 | trL=0.249 trA= 98.7% | teA= 90.2% | [TN=429 FN= 60 FP= 38 TP=473] | lr=8.77e-3 | ep=7.94s | eta=97.7m
  epoch  269/1000 | trL=0.249 trA= 98.3% | teA= 87.9% | [TN=451 FN=105 FP= 16 TP=428] | lr=8.76e-3 | ep=7.91s | eta=97.5m
  epoch  270/1000 | trL=0.249 trA= 98.9% | teA= 90.2% | [TN=429 FN= 60 FP= 38 TP=473] | lr=8.75e-3 | ep=8.14s | eta=97.4m
  epoch  271/1000 | trL=0.248 trA= 98.7% | teA= 89.2% | [TN=379 FN= 20 FP= 88 TP=513] | lr=8.74e-3 | ep=7.88s | eta=97.3m
  epoch  272/1000 | trL=0.249 trA= 98.5% | teA= 91.2% | [TN=413 FN= 34 FP= 54 TP=499] | lr=8.72e-3 | ep=7.88s | eta=97.1m  ★ new best
  epoch  273/1000 | trL=0.248 trA= 98.3% | teA= 91.2% | [TN=419 FN= 40 FP= 48 TP=493] | lr=8.71e-3 | ep=7.95s | eta=97.0m
  epoch  274/1000 | trL=0.248 trA= 98.6% | teA= 91.4% | [TN=410 FN= 29 FP= 57 TP=504] | lr=8.70e-3 | ep=8.28s | eta=96.9m  ★ new best
  epoch  275/1000 | trL=0.246 trA= 98.6% | teA= 90.4% | [TN=428 FN= 57 FP= 39 TP=476] | lr=8.69e-3 | ep=8.01s | eta=96.7m
  epoch  276/1000 | trL=0.247 trA= 98.6% | teA= 91.3% | [TN=414 FN= 34 FP= 53 TP=499] | lr=8.68e-3 | ep=7.95s | eta=96.6m
  epoch  277/1000 | trL=0.245 trA= 98.5% | teA= 90.4% | [TN=429 FN= 58 FP= 38 TP=475] | lr=8.67e-3 | ep=7.97s | eta=96.5m
  epoch  278/1000 | trL=0.245 trA= 98.6% | teA= 91.0% | [TN=416 FN= 39 FP= 51 TP=494] | lr=8.66e-3 | ep=8.06s | eta=96.3m
  epoch  279/1000 | trL=0.243 trA= 98.6% | teA= 87.7% | [TN=451 FN=107 FP= 16 TP=426] | lr=8.65e-3 | ep=7.90s | eta=96.2m
  epoch  280/1000 | trL=0.243 trA= 98.7% | teA= 91.2% | [TN=408 FN= 29 FP= 59 TP=504] | lr=8.63e-3 | ep=8.26s | eta=96.1m
  epoch  281/1000 | trL=0.243 trA= 98.7% | teA= 91.1% | [TN=416 FN= 38 FP= 51 TP=495] | lr=8.62e-3 | ep=7.99s | eta=95.9m
  epoch  282/1000 | trL=0.241 trA= 98.5% | teA= 91.3% | [TN=412 FN= 32 FP= 55 TP=501] | lr=8.61e-3 | ep=7.95s | eta=95.8m
  epoch  283/1000 | trL=0.241 trA= 98.5% | teA= 91.1% | [TN=405 FN= 27 FP= 62 TP=506] | lr=8.60e-3 | ep=8.06s | eta=95.7m
  epoch  284/1000 | trL=0.241 trA= 98.8% | teA= 91.1% | [TN=427 FN= 49 FP= 40 TP=484] | lr=8.59e-3 | ep=7.95s | eta=95.5m
  epoch  285/1000 | trL=0.240 trA= 98.9% | teA= 91.0% | [TN=416 FN= 39 FP= 51 TP=494] | lr=8.58e-3 | ep=8.16s | eta=95.4m
  epoch  286/1000 | trL=0.241 trA= 98.7% | teA= 88.7% | [TN=448 FN= 94 FP= 19 TP=439] | lr=8.57e-3 | ep=7.93s | eta=95.3m
  epoch  287/1000 | trL=0.240 trA= 98.5% | teA= 91.0% | [TN=416 FN= 39 FP= 51 TP=494] | lr=8.55e-3 | ep=7.99s | eta=95.1m
  epoch  288/1000 | trL=0.239 trA= 98.9% | teA= 89.9% | [TN=387 FN= 21 FP= 80 TP=512] | lr=8.54e-3 | ep=7.85s | eta=95.0m
  epoch  289/1000 | trL=0.239 trA= 98.6% | teA= 87.7% | [TN=451 FN=107 FP= 16 TP=426] | lr=8.53e-3 | ep=7.93s | eta=94.9m
  epoch  290/1000 | trL=0.237 trA= 98.8% | teA= 91.1% | [TN=403 FN= 25 FP= 64 TP=508] | lr=8.52e-3 | ep=7.85s | eta=94.7m
  epoch  291/1000 | trL=0.239 trA= 98.8% | teA= 89.9% | [TN=387 FN= 21 FP= 80 TP=512] | lr=8.51e-3 | ep=7.83s | eta=94.6m
  epoch  292/1000 | trL=0.236 trA= 98.9% | teA= 91.0% | [TN=404 FN= 27 FP= 63 TP=506] | lr=8.50e-3 | ep=7.90s | eta=94.4m
  epoch  293/1000 | trL=0.237 trA= 98.7% | teA= 90.1% | [TN=441 FN= 73 FP= 26 TP=460] | lr=8.48e-3 | ep=8.16s | eta=94.3m
  epoch  294/1000 | trL=0.235 trA= 98.6% | teA= 90.3% | [TN=391 FN= 21 FP= 76 TP=512] | lr=8.47e-3 | ep=7.86s | eta=94.2m
  epoch  295/1000 | trL=0.234 trA= 98.8% | teA= 90.9% | [TN=401 FN= 25 FP= 66 TP=508] | lr=8.46e-3 | ep=8.26s | eta=94.0m
  epoch  296/1000 | trL=0.234 trA= 99.0% | teA= 89.0% | [TN=449 FN= 92 FP= 18 TP=441] | lr=8.45e-3 | ep=7.92s | eta=93.9m
  epoch  297/1000 | trL=0.234 trA= 98.7% | teA= 90.3% | [TN=391 FN= 21 FP= 76 TP=512] | lr=8.44e-3 | ep=7.87s | eta=93.8m
  epoch  298/1000 | trL=0.234 trA= 99.0% | teA= 91.7% | [TN=423 FN= 39 FP= 44 TP=494] | lr=8.42e-3 | ep=7.88s | eta=93.6m  ★ new best
  epoch  299/1000 | trL=0.233 trA= 98.8% | teA= 85.6% | [TN=331 FN=  8 FP=136 TP=525] | lr=8.41e-3 | ep=7.90s | eta=93.5m
  epoch  300/1000 | trL=0.233 trA= 99.0% | teA= 90.8% | [TN=427 FN= 52 FP= 40 TP=481] | lr=8.40e-3 | ep=8.03s | eta=93.4m
  epoch  301/1000 | trL=0.233 trA= 98.7% | teA= 89.2% | [TN=446 FN= 87 FP= 21 TP=446] | lr=8.39e-3 | ep=7.87s | eta=93.2m
  epoch  302/1000 | trL=0.231 trA= 98.8% | teA= 91.4% | [TN=420 FN= 39 FP= 47 TP=494] | lr=8.38e-3 | ep=7.91s | eta=93.1m
  epoch  303/1000 | trL=0.231 trA= 98.7% | teA= 91.6% | [TN=422 FN= 39 FP= 45 TP=494] | lr=8.36e-3 | ep=7.89s | eta=93.0m
  epoch  304/1000 | trL=0.230 trA= 98.9% | teA= 91.5% | [TN=418 FN= 36 FP= 49 TP=497] | lr=8.35e-3 | ep=8.16s | eta=92.8m
  epoch  305/1000 | trL=0.230 trA= 98.9% | teA= 91.5% | [TN=419 FN= 37 FP= 48 TP=496] | lr=8.34e-3 | ep=7.89s | eta=92.7m
  epoch  306/1000 | trL=0.229 trA= 99.2% | teA= 89.6% | [TN=383 FN= 20 FP= 84 TP=513] | lr=8.33e-3 | ep=7.87s | eta=92.5m
  epoch  307/1000 | trL=0.229 trA= 99.0% | teA= 91.2% | [TN=427 FN= 48 FP= 40 TP=485] | lr=8.31e-3 | ep=7.89s | eta=92.4m
